Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S2336,John,Davis,student1336@university.com,Female,21,Mathematics,50.84,66.28,44.26,78.05,64.56,31.200000000000003,61.03,59.039500000000004,F,5.2,Yes,Yes,High School,Low,1,4.7
S2337,Emma,Davis,student1337@university.com,Female,20,CS,57.58,74.4,65.77,53.19,88.95,77.9,70.83,69.62,D,5.8,Yes,Yes,Master's,High,1,6.9
S2338,Emma,Jones,student1338@university.com,Male,20,Business,54.6,84.74,84.5,84.67,88.8,0.5,50.8,70.6815,C,23.7,No,No,Master's,Low,7,7.4
S2339,Emma,Jones,student1339@university.com,Male,24,CS,61.99,86.38,56.16,53.03,74.55,74.9,55.24,62.72349999999999,D,18.9,Yes,Yes,High School,Low,1,6.6
S2340,Omar,Williams,student1340@university.com,Male,21,CS,55.0,95.19,73.74,90.87,54.83,81.0,94.81,84.32,B,24.0,Yes,Yes,Bachelor's,Low,2,7.1
S2341,Liam,Jones,student1341@university.com,Male,24,CS,84.6,65.61,56.72,52.15,95.92,90.1,91.86,73.499,C,28.7,Yes,Yes,None,Low,2,7.0
S2342,Omar,Brown,student1342@university.com,Female,19,Mathematics,51.45,57.6,63.32,56.87,83.43,62.7,92.05,72.0935,C,16.3,No,No,PhD,Low,8,4.6
S2343,Ali,Davis,student1343@university.com,Female,22,CS,80.89,78.38,94.39,63.76,62.35,33.3,70.57,73.98949999999999,C,7.2,No,Yes,Bachelor's,Medium,5,5.1
S2344,Omar,Johnson,student1344@university.com,Male,23,Business,57.04,64.94,91.35,81.67,80.52,42.7,57.08,72.14,C,20.7,Yes,No,None,Low,4,4.0
S2345,John,Davis,student1345@university.com,Male,23,Mathematics,97.26,75.68,70.96,98.82,70.25,97.0,55.39,72.407,C,7.5,No,Yes,High School,Low,3,8.9
S2346,John,Smith,student1346@university.com,Female,18,Mathematics,96.65,65.2,54.29,55.89,81.77,88.10000000000001,80.28,68.402,D,20.5,Yes,Yes,PhD,Medium,8,5.1
S2347,Omar,Davis,student1347@university.com,Male,24,Business,61.28,49.18,51.59,57.14,73.69,46.4,91.41,65.9575,D,18.2,No,Yes,Bachelor's,Low,10,8.1
S2348,Liam,Williams,student1348@university.com,Male,22,Mathematics,80.72,68.17,97.25,68.44,74.27,94.3,95.01,85.449,B,22.8,No,Yes,None,Medium,6,7.9
S2349,Ahmed,Jones,student1349@university.com,Male,18,Business,51.4,81.46,52.16,91.81,86.79,82.30000000000001,64.44,71.15650000000001,C,13.8,No,Yes,High School,Medium,7,7.5
S2350,Maria,Jones,student1350@university.com,Male,23,Engineering,96.59,87.96,88.49,73.36,80.69,90.1,66.05,78.70949999999999,C,8.6,Yes,Yes,Master's,Low,5,6.2
S2351,Liam,Davis,student1351@university.com,Female,22,Business,76.15,69.6,62.14,66.08,54.0,68.3,55.04,61.214,D,10.9,No,No,Master's,High,5,6.9
S2352,Omar,Johnson,student1352@university.com,Male,20,Mathematics,52.16,49.91,99.14,78.06,53.27,85.8,88.72,80.21350000000001,B,22.1,No,No,Master's,High,10,4.9
S2353,Emma,Johnson,student1353@university.com,Female,19,Business,67.12,64.88,62.09,63.03,65.25,89.2,63.78,64.828,D,17.0,Yes,No,High School,Low,8,4.5
S2354,Sara,Williams,student1354@university.com,Male,20,Engineering,53.84,87.18,61.09,70.06,71.51,9.2,74.05,68.6845,D,18.5,Yes,Yes,None,High,1,5.8
S2355,Maria,Smith,student1355@university.com,Male,19,CS,69.65,64.77,78.25,66.63,63.76,96.5,96.44,79.40549999999999,C,13.1,No,No,High School,Low,3,8.1
S2356,Maria,Davis,student1356@university.com,Female,24,CS,83.5,81.79,97.69,90.21,82.57,33.4,87.61,86.4325,B,25.9,No,Yes,Master's,Low,7,6.8
S2357,John,Jones,student1357@university.com,Male,21,CS,73.49,70.43,98.57,96.21,59.76,44.0,52.64,73.6065,C,30.0,No,No,High School,Medium,3,7.8
S2358,Maria,Davis,student1358@university.com,Female,18,Mathematics,69.19,54.47,82.43,87.98,85.21,79.2,50.41,69.57900000000001,D,12.8,No,No,PhD,Low,9,8.5
S2359,Omar,Williams,student1359@university.com,Male,18,Engineering,55.96,87.77,85.28,71.95,88.66,66.5,89.37,84.28,B,23.0,No,No,None,Low,2,6.8
S2360,Emma,Brown,student1360@university.com,Male,21,Business,62.25,45.05,73.8,75.22,56.22,89.3,77.63,69.8665,D,9.3,Yes,Yes,PhD,High,1,5.8
S2361,Emma,Brown,student1361@university.com,Male,22,Business,55.01,71.49,85.35,56.25,82.54,40.1,86.02,76.5635,C,23.6,No,Yes,Master's,Medium,7,8.3
S2362,Ali,Williams,student1362@university.com,Male,21,Business,90.37,52.53,91.59,87.34,98.07,37.3,57.84,72.902,C,15.8,Yes,Yes,None,Medium,9,5.1
S2363,Emma,Jones,student1363@university.com,Male,24,Business,56.76,44.02,69.17,79.82,59.64,3.2,93.6,70.07249999999999,C,20.1,No,Yes,PhD,High,4,4.1
S2364,Liam,Williams,student1364@university.com,Female,23,Mathematics,79.77,70.18,77.19,95.12,95.47,46.3,88.67,82.5555,B,10.9,No,No,High School,Low,9,4.3
S2365,Emma,Jones,student1365@university.com,Female,21,Mathematics,67.14,69.97,72.24,60.03,80.3,72.4,94.54,77.572,C,26.3,No,No,Bachelor's,Medium,3,6.9
S2366,John,Johnson,student1366@university.com,Male,19,Engineering,61.3,82.41,73.75,87.99,79.55,30.1,67.05,73.5725,C,9.3,Yes,Yes,High School,Medium,8,8.5
S2367,Emma,Williams,student1367@university.com,Male,23,Business,81.97,84.69,93.4,84.23,52.6,46.3,63.79,75.4,C,28.2,Yes,No,Master's,High,9,6.8
S2368,Ali,Jones,student1368@university.com,Female,21,CS,72.85,83.67,61.34,63.29,87.42,21.9,57.59,64.493,D,6.5,No,Yes,Bachelor's,Medium,5,6.0
S2369,Sara,Williams,student1369@university.com,Female,18,Mathematics,70.01,64.57,52.49,83.37,73.91,77.30000000000001,96.5,75.5195,C,12.2,No,Yes,None,Low,5,6.9
S2370,Omar,Williams,student1370@university.com,Male,20,Engineering,79.64,77.9,67.38,96.22,86.06,6.1,58.84,69.52600000000001,D,19.1,Yes,No,Bachelor's,High,5,7.4
S2371,John,Jones,student1371@university.com,Male,19,Engineering,74.56,74.62,52.49,95.92,90.46,70.5,55.97,68.0655,D,26.5,Yes,Yes,None,Low,9,7.8
S2372,Liam,Jones,student1372@university.com,Female,24,Mathematics,65.17,65.29,69.9,85.98,76.19,37.9,59.63,67.5685,D,19.4,Yes,No,PhD,Medium,9,5.7
S2373,Sara,Smith,student1373@university.com,Male,19,CS,77.95,75.83,94.21,52.4,63.18,4.2,88.57,75.886,C,10.4,No,Yes,PhD,High,3,5.9
S2374,John,Williams,student1374@university.com,Female,22,CS,83.47,96.83,77.05,93.61,57.08,85.3,94.48,86.1455,B,26.5,Yes,Yes,PhD,Low,4,4.1
S2375,Ahmed,Brown,student1375@university.com,Male,20,Business,51.33,51.57,91.33,82.89,58.03,48.8,90.55,78.40950000000001,C,19.9,No,Yes,PhD,Medium,6,7.2
S2376,Maria,Williams,student1376@university.com,Female,19,Mathematics,73.29,94.35,49.97,65.52,93.35,59.900000000000006,78.16,72.25099999999999,C,10.8,Yes,Yes,PhD,Low,8,7.9
S2377,Ahmed,Williams,student1377@university.com,Female,21,CS,52.88,43.21,94.05,59.36,56.18,73.2,99.69,78.083,C,19.0,Yes,Yes,Bachelor's,Low,2,6.6
S2378,Emma,Jones,student1378@university.com,Male,19,Mathematics,59.32,58.5,76.11,55.81,69.23,65.5,53.44,62.403999999999996,D,21.9,Yes,Yes,None,High,4,5.9
S2379,Sara,Williams,student1379@university.com,Female,19,Engineering,78.03,57.29,41.91,52.51,66.71,73.1,93.36,65.2815,D,22.0,No,No,PhD,Low,5,5.7
S2380,Emma,Davis,student1380@university.com,Male,19,Engineering,93.31,77.58,77.99,87.71,93.27,76.2,71.39,78.845,C,23.1,Yes,No,PhD,Medium,6,7.2
S2381,Maria,Williams,student1381@university.com,Male,22,Engineering,94.14,47.87,97.08,61.79,73.88,58.9,72.76,72.88,C,27.4,No,Yes,None,Medium,1,5.7
S2382,John,Davis,student1382@university.com,Male,19,Mathematics,53.5,92.94,44.75,51.21,99.82,36.6,56.38,61.536,D,25.6,No,No,Bachelor's,Medium,6,7.0
S2383,Maria,Brown,student1383@university.com,Male,19,Business,70.96,89.71,74.95,69.86,86.85,24.3,51.67,68.07400000000001,D,20.2,No,Yes,PhD,Medium,10,8.6
S2384,Ali,Jones,student1384@university.com,Female,22,Business,79.15,79.12,94.93,74.13,92.55,90.3,65.83,80.239,B,5.8,No,Yes,Bachelor's,Low,7,5.7
S2385,Maria,Williams,student1385@university.com,Male,23,CS,57.35,67.5,40.58,58.46,54.93,97.0,58.74,57.004000000000005,F,23.7,Yes,Yes,PhD,Medium,9,4.3
S2386,Ali,Davis,student1386@university.com,Male,20,Mathematics,88.27,95.98,77.85,52.2,62.66,35.8,74.17,71.9965,C,29.4,Yes,No,Bachelor's,High,8,8.4
S2387,Maria,Davis,student1387@university.com,Male,24,Business,87.21,89.84,68.49,59.46,56.77,11.2,57.37,62.9655,D,12.6,Yes,No,Master's,Low,3,5.4
S2388,Omar,Davis,student1388@university.com,Male,23,Mathematics,95.17,69.96,60.82,83.96,73.18,22.3,56.9,63.79600000000001,D,20.2,Yes,Yes,PhD,High,5,8.9
S2389,Ali,Johnson,student1389@university.com,Female,18,Business,50.42,82.11,77.65,54.11,85.91,67.1,93.85,79.9465,C,24.2,No,Yes,PhD,Medium,1,8.2
S2390,Sara,Smith,student1390@university.com,Male,22,Engineering,60.83,74.02,43.16,77.75,58.45,17.3,96.06,69.0835,D,21.0,No,No,High School,High,9,6.1
S2391,Emma,Brown,student1391@university.com,Female,22,Engineering,91.36,75.28,85.18,57.32,56.51,78.0,98.21,80.199,B,28.1,No,No,High School,Medium,10,7.1
S2392,Liam,Williams,student1392@university.com,Female,19,CS,83.53,59.86,40.27,59.78,80.73,92.3,84.03,65.9105,D,16.8,No,No,Bachelor's,Low,7,5.4
S2393,Emma,Johnson,student1393@university.com,Female,19,Engineering,94.72,67.73,58.42,69.65,61.52,96.4,88.55,72.749,C,18.3,No,No,High School,High,3,4.4
S2394,Ahmed,Williams,student1394@university.com,Male,24,Business,52.86,44.69,70.24,55.04,73.97,0.8999999999999999,91.79,67.49849999999999,D,6.0,No,Yes,Bachelor's,Low,6,6.6
S2395,Emma,Williams,student1395@university.com,Male,18,CS,79.85,61.44,62.62,58.66,52.56,95.8,82.95,68.601,D,27.5,No,No,PhD,Medium,10,6.1
S2396,John,Jones,student1396@university.com,Male,19,CS,78.45,81.75,58.45,67.45,84.03,74.0,66.51,69.0485,D,11.6,Yes,No,PhD,Low,1,8.8
S2397,Omar,Jones,student1397@university.com,Male,21,Engineering,51.78,97.19,89.85,66.48,77.07,8.4,57.82,72.486,C,29.5,No,Yes,Master's,High,3,7.0
S2398,Maria,Jones,student1398@university.com,Female,19,Mathematics,75.68,97.78,96.09,87.46,82.37,41.5,61.86,80.67850000000001,B,10.1,Yes,Yes,Master's,High,1,7.7
S2399,Ahmed,Johnson,student1399@university.com,Female,19,Engineering,80.48,73.34,92.42,53.74,63.77,70.0,92.02,79.65,C,11.3,No,No,High School,High,7,4.7
S2400,John,Williams,student1400@university.com,Male,21,Engineering,59.56,76.4,71.35,93.02,63.93,95.7,84.8,79.8685,C,17.1,No,Yes,PhD,Medium,3,7.6
S2401,John,Smith,student1401@university.com,Male,18,CS,63.67,51.14,93.05,90.81,90.07,16.4,72.79,76.219,C,21.5,No,Yes,Bachelor's,High,5,4.3
S2402,Ali,Brown,student1402@university.com,Male,21,Engineering,82.02,81.72,95.25,88.3,85.93,12.8,51.47,73.98949999999999,C,16.0,No,Yes,High School,High,5,7.1
S2403,Emma,Jones,student1403@university.com,Male,22,Business,73.42,44.24,64.55,65.47,78.99,47.2,63.31,61.84599999999999,D,13.8,Yes,No,Master's,High,9,8.2
S2404,Sara,Jones,student1404@university.com,Male,21,CS,92.9,57.08,57.01,91.14,81.41,96.8,86.44,75.3985,C,18.5,Yes,Yes,None,Low,1,6.4
S2405,Liam,Williams,student1405@university.com,Male,20,Engineering,67.12,80.1,45.9,59.14,54.7,97.1,75.62,65.37199999999999,D,29.0,Yes,Yes,Bachelor's,Medium,3,5.1
S2406,Sara,Williams,student1406@university.com,Male,22,Mathematics,63.33,58.62,68.75,56.22,92.81,22.8,71.78,66.3685,D,29.0,No,Yes,None,Medium,4,6.2
S2407,Ahmed,Johnson,student1407@university.com,Female,19,Business,99.24,42.99,96.78,52.25,88.5,31.9,65.68,68.63,D,13.2,Yes,Yes,High School,Medium,4,8.2
S2408,Omar,Johnson,student1408@university.com,Female,24,Mathematics,95.56,89.91,73.65,96.97,79.52,90.8,80.35,83.04149999999998,B,22.0,Yes,No,High School,Medium,8,7.6
S2409,Sara,Jones,student1409@university.com,Female,22,Business,51.45,58.62,80.05,65.4,95.93,73.5,98.32,81.3795,B,23.0,No,No,None,High,8,7.0
S2410,Maria,Williams,student1410@university.com,Female,18,Mathematics,88.54,43.79,46.77,95.88,58.43,97.2,95.06,71.864,C,21.3,Yes,No,High School,Medium,4,7.5
S2411,Sara,Smith,student1411@university.com,Male,18,Engineering,55.52,44.49,48.61,63.63,84.33,89.3,51.52,56.724500000000006,F,7.8,No,No,High School,Medium,10,8.2
S2412,Ahmed,Brown,student1412@university.com,Male,21,Business,51.37,55.11,67.87,95.38,98.15,21.5,74.05,72.646,C,18.5,Yes,No,PhD,High,9,4.8
S2413,Liam,Williams,student1413@university.com,Male,22,CS,63.68,50.68,97.08,95.2,65.5,76.0,66.47,76.443,C,24.1,Yes,No,Bachelor's,High,9,8.2
S2414,Sara,Williams,student1414@university.com,Male,19,CS,63.47,86.46,61.65,96.18,50.76,4.9,75.53,70.7885,C,10.0,No,Yes,Master's,High,3,8.0
S2415,Maria,Davis,student1415@university.com,Male,18,Mathematics,90.97,59.3,92.65,74.81,86.74,81.8,80.31,80.13600000000001,B,13.7,Yes,No,PhD,High,9,6.4
S2416,Ali,Johnson,student1416@university.com,Female,23,Mathematics,85.53,88.28,47.22,93.3,50.35,60.2,60.0,65.08699999999999,D,10.1,No,No,High School,Low,8,6.0
S2417,Omar,Brown,student1417@university.com,Male,19,Mathematics,99.08,50.43,77.02,97.54,93.63,95.6,89.08,82.3175,B,27.2,Yes,Yes,Master's,Medium,4,8.7
S2418,Ahmed,Jones,student1418@university.com,Female,23,Business,85.58,69.57,76.04,66.23,52.82,96.0,73.75,71.587,C,26.5,Yes,No,High School,High,10,8.1
S2419,Ali,Williams,student1419@university.com,Male,20,CS,70.91,81.28,91.59,70.94,82.64,5.1,99.6,84.12950000000001,B,9.2,No,Yes,Bachelor's,Medium,5,8.9
S2420,Ali,Jones,student1420@university.com,Female,23,Engineering,84.95,79.12,40.2,85.96,68.86,16.1,51.26,57.881,F,24.0,Yes,Yes,High School,Low,2,7.2
S2421,Ali,Williams,student1421@university.com,Male,18,Business,99.97,76.07,51.4,65.02,60.17,48.4,59.49,60.29750000000001,D,14.1,No,No,None,High,7,4.2
S2422,John,Jones,student1422@university.com,Female,21,Mathematics,85.51,95.49,53.18,87.69,94.91,87.89999999999999,84.48,80.00200000000001,B,22.2,No,No,None,Low,2,4.8
S2423,Omar,Brown,student1423@university.com,Male,20,CS,88.08,53.71,97.0,53.69,87.31,81.4,84.76,78.589,C,17.3,Yes,Yes,None,Medium,1,8.1
S2424,Liam,Johnson,student1424@university.com,Male,22,Mathematics,96.92,69.62,49.22,76.17,67.02,96.4,79.11,69.4285,D,16.8,No,Yes,None,Low,10,7.2
S2425,Emma,Brown,student1425@university.com,Male,19,Engineering,55.68,93.04,42.22,56.12,64.21,61.8,98.6,72.02,C,27.0,Yes,Yes,Master's,Medium,5,5.0
S2426,Omar,Davis,student1426@university.com,Male,18,Engineering,85.24,44.67,72.07,64.67,86.8,25.7,70.77,65.61449999999999,D,20.9,Yes,Yes,None,Medium,8,4.1
S2427,John,Smith,student1427@university.com,Female,20,CS,92.54,43.35,71.71,62.93,91.83,2.5,70.85,64.4325,D,10.9,No,Yes,High School,Medium,4,5.3
S2428,Emma,Johnson,student1428@university.com,Male,20,Business,97.72,54.0,90.64,91.95,85.79,22.3,95.52,82.9025,B,7.8,No,Yes,PhD,Medium,1,4.7
S2429,Omar,Brown,student1429@university.com,Female,18,Engineering,60.55,77.98,96.93,59.68,82.0,67.5,76.92,79.5325,C,28.3,No,Yes,High School,Medium,4,8.4
S2430,Ali,Davis,student1430@university.com,Male,22,Engineering,75.2,55.59,72.31,90.42,61.4,92.6,67.69,71.056,C,8.8,Yes,No,High School,High,9,8.4
S2431,Ahmed,Smith,student1431@university.com,Female,22,Engineering,84.03,51.41,95.8,89.7,92.64,32.1,85.95,81.7705,B,23.4,Yes,Yes,High School,High,8,8.2
S2432,Emma,Davis,student1432@university.com,Male,21,Engineering,62.37,67.53,83.51,74.94,87.48,87.6,80.98,79.67000000000002,C,17.4,No,No,High School,Low,9,4.5
S2433,Maria,Williams,student1433@university.com,Male,24,Mathematics,80.02,76.82,55.87,61.69,75.86,39.5,65.32,63.900999999999996,D,8.5,Yes,No,PhD,Low,7,4.7
S2434,Maria,Williams,student1434@university.com,Female,23,Mathematics,62.88,54.91,95.71,61.34,75.58,30.8,64.9,69.933,D,24.4,No,No,None,High,6,4.7
S2435,Sara,Jones,student1435@university.com,Male,22,Business,66.67,58.04,80.05,73.25,78.46,50.9,69.78,71.03099999999999,C,27.6,No,Yes,Bachelor's,Medium,6,5.3
S2436,Emma,Johnson,student1436@university.com,Male,21,CS,72.08,76.81,64.85,50.44,91.41,44.2,53.58,62.724999999999994,D,8.0,Yes,No,Master's,Medium,1,4.4
S2437,Ahmed,Williams,student1437@university.com,Female,23,CS,76.46,96.74,80.81,76.57,87.11,91.4,97.13,88.619,B,6.7,Yes,Yes,PhD,High,3,8.9
S2438,Liam,Davis,student1438@university.com,Male,20,CS,72.47,80.48,64.08,97.64,92.81,46.8,59.15,72.10399999999998,C,26.2,No,Yes,PhD,Medium,2,8.3
S2439,John,Johnson,student1439@university.com,Female,18,Engineering,74.66,86.97,46.85,57.74,75.36,27.7,59.69,60.247,D,17.5,Yes,No,PhD,Low,7,4.3
S2440,Ali,Williams,student1440@university.com,Male,22,Mathematics,64.93,62.01,83.14,78.67,81.23,84.3,82.35,78.93,C,21.9,Yes,Yes,Master's,Medium,10,4.7
S2441,Sara,Jones,student1441@university.com,Female,21,Mathematics,57.95,56.34,89.45,98.09,92.73,99.9,86.21,85.658,B,16.0,Yes,No,High School,Medium,6,5.3
S2442,Maria,Brown,student1442@university.com,Female,20,Business,52.37,67.26,83.73,93.03,61.62,64.80000000000001,86.84,80.43,B,15.3,No,Yes,Master's,Low,3,7.9
S2443,John,Jones,student1443@university.com,Female,22,CS,59.8,88.43,53.75,92.52,72.2,25.0,68.75,69.675,D,12.5,No,No,PhD,Low,4,7.6
S2444,John,Smith,student1444@university.com,Female,19,Mathematics,79.1,67.38,97.4,91.09,81.03,23.9,93.67,85.5195,B,19.1,No,No,High School,High,1,7.2
S2445,Ali,Williams,student1445@university.com,Male,24,Business,89.31,90.8,41.52,65.45,95.76,5.8,77.2,66.8435,D,9.0,Yes,No,PhD,Medium,4,8.6
S2446,Liam,Smith,student1446@university.com,Male,20,CS,58.46,99.33,59.96,94.53,50.79,7.7,71.93,71.112,C,22.9,Yes,Yes,Bachelor's,Low,2,4.2
S2447,Liam,Smith,student1447@university.com,Female,22,Engineering,55.43,44.32,55.61,97.07,60.63,91.5,90.52,72.905,C,18.7,No,Yes,None,Low,5,4.8
S2448,Emma,Davis,student1448@university.com,Male,20,Mathematics,87.46,42.72,42.89,74.79,61.72,9.6,62.18,53.655,F,26.2,Yes,Yes,None,Low,9,4.9
S2449,Maria,Johnson,student1449@university.com,Male,18,Mathematics,65.26,48.98,64.34,67.73,66.33,48.4,93.01,70.54750000000001,C,28.0,Yes,Yes,PhD,Low,9,4.3
S2450,Liam,Davis,student1450@university.com,Male,18,CS,97.57,63.06,77.39,70.71,64.09,69.80000000000001,76.94,72.39399999999999,C,27.5,No,No,High School,Low,1,7.1
S2451,Ahmed,Williams,student1451@university.com,Female,24,Engineering,85.72,47.86,92.95,66.71,79.51,85.0,95.0,81.124,B,20.0,Yes,No,Bachelor's,Low,6,5.0
S2452,Liam,Smith,student1452@university.com,Male,18,Engineering,66.34,92.24,99.38,60.62,94.28,17.1,60.08,76.08099999999999,C,13.0,Yes,No,Bachelor's,High,2,6.4
S2453,John,Brown,student1453@university.com,Male,23,Mathematics,64.48,41.39,88.49,80.92,81.85,43.8,96.8,79.884,C,13.9,Yes,No,High School,Medium,1,7.4
S2454,Ali,Smith,student1454@university.com,Female,19,CS,76.18,58.95,68.12,78.13,62.08,25.1,84.39,70.372,C,21.3,No,No,High School,Medium,9,7.0
S2455,Ahmed,Brown,student1455@university.com,Male,18,Business,53.96,51.08,83.42,73.13,93.19,25.6,80.92,74.3615,C,22.8,No,Yes,Bachelor's,Medium,2,5.5
S2456,Emma,Davis,student1456@university.com,Female,19,Mathematics,55.88,95.89,90.62,54.79,81.6,30.4,71.1,76.267,C,9.0,No,Yes,None,Medium,6,6.1
S2457,Maria,Davis,student1457@university.com,Female,18,Engineering,58.79,80.17,67.92,89.84,60.95,58.7,97.82,80.85749999999999,B,29.9,Yes,Yes,None,Medium,6,5.7
S2458,Emma,Johnson,student1458@university.com,Female,23,Business,88.74,94.72,87.1,58.75,68.08,1.7000000000000002,72.2,73.3485,C,7.7,Yes,No,Bachelor's,Medium,3,8.3
S2459,John,Smith,student1459@university.com,Male,20,CS,75.69,98.34,68.96,55.73,89.5,40.9,74.93,73.8245,C,20.2,Yes,Yes,Master's,Medium,6,6.1
S2460,Ahmed,Jones,student1460@university.com,Male,22,Engineering,50.53,69.83,63.19,81.15,86.95,18.700000000000003,89.07,74.7955,C,18.3,Yes,No,Bachelor's,High,4,4.3
S2461,Ahmed,Davis,student1461@university.com,Female,22,Business,83.68,54.06,71.57,69.93,78.83,96.7,64.24,68.481,D,19.8,Yes,No,PhD,Low,8,7.1
S2462,Ahmed,Davis,student1462@university.com,Female,18,Mathematics,71.18,51.62,80.55,52.99,57.24,58.3,64.57,63.839,D,18.3,Yes,No,Master's,Low,4,5.0
S2463,John,Johnson,student1463@university.com,Female,22,Engineering,75.54,53.38,83.61,67.78,90.16,86.8,88.76,79.0605,C,6.4,Yes,No,High School,Low,7,5.7
S2464,John,Brown,student1464@university.com,Female,18,CS,60.71,82.52,61.4,88.59,65.38,19.6,56.43,65.4635,D,29.9,Yes,Yes,Bachelor's,High,10,5.6
S2465,Emma,Johnson,student1465@university.com,Female,18,Engineering,77.59,42.43,74.28,80.76,88.58,81.0,91.15,77.3015,C,29.5,Yes,No,Bachelor's,Low,2,4.4
S2466,Sara,Smith,student1466@university.com,Female,24,Mathematics,98.96,43.08,94.59,68.14,82.38,41.5,81.26,75.0215,C,18.1,Yes,Yes,Master's,High,6,8.8
S2467,Emma,Williams,student1467@university.com,Male,21,CS,53.67,76.49,98.58,59.59,63.21,17.8,76.95,75.353,C,10.2,Yes,Yes,Bachelor's,High,10,6.7
S2468,Maria,Williams,student1468@university.com,Female,21,Mathematics,64.2,78.52,53.63,81.59,60.62,76.10000000000001,61.46,65.729,D,9.6,Yes,No,PhD,High,5,4.8
S2469,Ali,Brown,student1469@university.com,Female,24,Business,62.15,79.92,51.57,94.38,56.55,76.2,89.32,75.29849999999999,C,6.4,Yes,No,None,High,1,6.8
S2470,Ahmed,Davis,student1470@university.com,Female,21,Engineering,62.43,62.31,80.6,82.31,62.1,99.6,90.25,80.108,B,20.3,No,Yes,Bachelor's,Low,5,6.3
S2471,Sara,Brown,student1471@university.com,Male,19,Mathematics,68.94,88.36,64.88,90.65,57.89,78.1,74.15,75.01050000000001,C,17.0,No,No,None,Medium,6,5.7
S2472,Ali,Davis,student1472@university.com,Male,21,Business,90.91,72.02,41.45,76.08,80.85,14.5,69.46,62.2255,D,15.4,No,No,High School,Low,2,6.4
S2473,Sara,Davis,student1473@university.com,Male,18,CS,95.64,46.33,60.81,85.9,79.94,32.3,62.31,63.339,D,18.1,No,No,High School,High,7,7.3
S2474,Liam,Williams,student1474@university.com,Male,23,CS,60.11,87.83,88.4,94.81,79.31,45.2,87.71,86.0,B,26.8,Yes,Yes,Bachelor's,High,1,5.0
S2475,Liam,Brown,student1475@university.com,Female,23,Business,77.15,97.18,87.85,88.66,82.09,12.7,81.97,83.2735,B,6.8,No,Yes,High School,High,1,6.7
S2476,Omar,Johnson,student1476@university.com,Male,20,Business,81.84,43.6,69.68,95.49,90.74,78.8,60.33,69.3965,D,18.6,No,No,Bachelor's,Low,1,8.1
S2477,Liam,Davis,student1477@university.com,Female,21,CS,76.09,63.48,68.35,71.56,95.68,52.7,89.72,76.4625,C,22.5,No,Yes,None,Medium,2,5.1
S2478,Emma,Jones,student1478@university.com,Female,23,Mathematics,71.7,69.25,74.77,95.21,61.52,94.4,94.11,82.4665,B,29.3,Yes,Yes,Master's,Low,1,6.6
S2479,Liam,Jones,student1479@university.com,Female,21,Business,59.6,48.79,53.16,81.08,79.39,58.9,52.96,59.5425,F,23.5,No,Yes,Bachelor's,High,7,8.8
S2480,John,Johnson,student1480@university.com,Female,20,Mathematics,74.41,92.06,71.56,93.5,53.92,52.3,88.62,80.31700000000001,B,18.7,Yes,No,Master's,Medium,5,8.0
S2481,Ahmed,Jones,student1481@university.com,Female,23,CS,70.06,57.05,40.66,51.97,56.01,7.1,92.64,60.26599999999999,D,24.2,No,Yes,None,High,7,7.0
S2482,Emma,Smith,student1482@university.com,Female,18,Mathematics,89.78,86.98,68.53,82.89,82.72,14.9,99.58,81.50399999999999,B,29.9,Yes,Yes,None,Medium,5,7.7
S2483,Ali,Davis,student1483@university.com,Male,19,Mathematics,88.18,80.26,60.16,92.4,74.33,85.0,61.88,71.186,C,27.2,No,Yes,Master's,Medium,8,6.6
S2484,Omar,Johnson,student1484@university.com,Male,24,Business,56.7,75.88,80.49,58.71,87.92,99.1,68.55,74.62299999999999,C,7.2,Yes,Yes,Bachelor's,High,10,8.9
S2485,Omar,Brown,student1485@university.com,Male,24,Mathematics,54.43,51.53,78.3,83.09,71.28,41.5,98.31,78.464,C,19.4,No,Yes,Master's,Low,8,4.8
S2486,Omar,Davis,student1486@university.com,Male,24,Mathematics,95.41,53.24,62.85,91.25,56.38,81.0,54.7,63.483999999999995,D,24.7,Yes,Yes,Bachelor's,Low,9,7.6
S2487,Ali,Johnson,student1487@university.com,Male,21,Mathematics,76.78,42.84,40.44,64.4,93.6,62.8,76.19,61.553,D,21.8,No,No,Bachelor's,Medium,3,4.0
S2488,Ali,Williams,student1488@university.com,Female,23,CS,92.89,54.44,55.14,70.26,54.14,95.9,75.34,65.301,D,15.4,No,Yes,Master's,High,2,4.6
S2489,Ali,Brown,student1489@university.com,Male,23,CS,52.91,60.73,78.0,78.48,59.45,23.8,80.33,71.6155,C,13.1,No,Yes,None,High,7,7.6
S2490,Ali,Williams,student1490@university.com,Male,20,Engineering,76.33,89.99,44.34,75.96,63.85,54.5,66.54,65.0495,D,20.7,Yes,No,PhD,High,7,7.8
S2491,Omar,Davis,student1491@university.com,Male,18,CS,76.97,61.98,46.46,51.96,99.76,40.9,96.3,69.617,D,15.3,Yes,Yes,High School,Low,3,4.2
